Type,BMU,Name,GSP region
IC: Moyle (Demand),I_IMD-SSTH1,Moyle Interconnector (Demand) - SSE Energy Supply Limited ,South Scotland
IC: Moyle (Demand),I_IMD-STAT1,Moyle Interconnector (Demand) - Statkraft Markets Gmbh ,South Scotland
IC: Moyle (Demand),I_IMD-TRLS1,Moyle Interconnector (Demand) - Trailstone GMBH ,South Scotland
IC: Moyle (Demand),I_IMD-VESL1,Moyle Interconnector (Demand) - VIRIDIAN ENERGY SUPPLY LTD ,South Scotland
IC: Moyle (Generation),I_IMG-AIRL1,Moyle Interconnector (Generation) - Airtricity Ltd. ,South Scotland
IC: Moyle (Generation),I_IMG-AXPO1,Moyle Interconnector (Generation) - Axpo Trading AG ,South Scotland
IC: Moyle (Generation),I_IMG-BDGS1,Moyle Interconnector (Generation) - Bord Gais Energy ,South Scotland
IC: Moyle (Generation),I_IMG-BGSE1,Moyle Interconnector (Generation) - Bord Gais Energy Limited ,South Scotland
IC: Moyle (Generation),I_IMG-BRKF1,Moyle Interconnector (Generation) - Brookfield Renewable Supply ,South Scotland
IC: Moyle (Generation),I_IMG-CAPT1,Moyle Interconnector (Generation) - Captured Carbon ,South Scotland
IC: Moyle (Generation),I_IMG-CNGS1,Moyle Interconnector User (Generation) - Cenergise Limited ,South Scotland
IC: Moyle (Generation),I_IMG-DSKC1,Moyle Interconnector (Generation) - Danske Commodities A/S ,South Scotland
IC: Moyle (Generation),I_IMG-ECCA1,Moyle Interconnector (Generation) - EEC AG ,South Scotland
IC: Moyle (Generation),I_IMG-EGEN1,Moyle Interconnector (Generation) - Endesa Generacion SAU ,South Scotland
IC: Moyle (Generation),I_IMG-ELTR1,Moyle Interconnector (Generation) - ElectroRoute Energy Trading ,South Scotland
IC: Moyle (Generation),I_IMG-ENGI1,Moyle Interconnector (Generation) - Energi Danmark A/S ,South Scotland
IC: Moyle (Generation),I_IMG-ERVA1,Moyle Interconnector (Generation) - Erova Energy Limited ,South Scotland
IC: Moyle (Generation),I_IMG-ESBE1,Moyle Interconnector (Generation) - ESB Independent Energy (NI) ,South Scotland
IC: Moyle (Generation),I_IMG-ESBI1,Moyle Interconnector (Generation) - ESBIG Trading Ltd ,South Scotland
IC: Moyle (Generation),I_IMG-ETSA1,Moyle Interconnector (Generation) - ENDESA TRADING SA ,South Scotland
IC: Moyle (Generation),I_IMG-GLTR1,Moyle Interconnector (Generation) - GAELECTRIC ICT ROI ,South Scotland
IC: Moyle (Generation),I_IMG-INCM1,Moyle Interconnector (Generation) -  In Commodities A/S ,South Scotland
IC: Moyle (Generation),I_IMG-LTFD1,Moyle Interconnector (Generation) - Lightfield Ltd ,South Scotland
IC: Moyle (Generation),I_IMG-NIRE1,Moyle Interconnector (Generation) - Northern Ireland Electricity ,South Scotland
IC: Moyle (Generation),I_IMG-NSEN1,Moyle Interconnector (Generation) - NEAS Energy A/S ,South Scotland
IC: Moyle (Generation),I_IMG-PRNI1,Moyle Interconnector (Generation) - NIE Energy Ltd ,South Scotland
IC: Moyle (Generation),I_IMG-RWEM1,Moyle Interconnector (Generation) - RWE NPOWER PLC ,South Scotland
IC: Moyle (Generation),I_IMG-RWES1,Moyle Interconnector (Generation) - RWE Supply and Trading GmbH ,South Scotland
IC: Moyle (Generation),I_IMG-SEEL1,Moyle Interconnector (Generation) - Shell Energy Europe Limited ,South Scotland
IC: Moyle (Generation),I_IMG-SPEM1,Moyle Interconnector (Generation) - SP Energy Management Ltd ,South Scotland
IC: Moyle (Generation),I_IMG-SSIR1,Moyle Interconnector (Generation) - SSE (IRELAND) LIMITED ,South Scotland
IC: Moyle (Generation),I_IMG-SSTH1,Moyle Interconnector (Generation) - SSE Energy Supply Limited ,South Scotland
IC: Moyle (Generation),I_IMG-STAT1,Moyle Interconnector (Generation) - Statkraft Markets Gmbh ,South Scotland
IC: Moyle (Generation),I_IMG-TRLS1,Moyle Interconnector (Generation) - Trailstone GMBH ,South Scotland
IC: Moyle (Generation),I_IMG-VESL1,Moyle Interconnector (Generation) - VIRIDIAN ENERGY SUPPLY LTD ,South Scotland
IC: Nemo (Demand),I_IND-ARON1,NEMO Interconnector (Demand) - J.Aron & Company ,South East England
IC: Nemo (Demand),I_IND-AXPO1,NEMO Interconnector (Demand) - Axpo Solutions AG ,South East England
IC: Nemo (Demand),I_IND-BKWE1,NEMO Interconnector (Demand) - BKW Energie AG ,South East England
IC: Nemo (Demand),I_IND-BPGM1,NEMO Interconnector (Demand) - BP Gas Marketing Limited ,South East England
IC: Nemo (Demand),I_IND-CBST1,NEMO Interconnector (Demand) - Cobblestone Energy ,South East England
IC: Nemo (Demand),I_IND-CENT1,NEMO Interconnector (Demand) - Centrica Energy Limited (ACCORD),South East England
IC: Nemo (Demand),I_IND-CNGS1,NEMO Interconnector (Demand) - Cenergise Limited ,South East England
IC: Nemo (Demand),I_IND-DSKC1,NEMO Interconnector (Demand) - Danske Commodities A/S ,South East England
IC: Nemo (Demand),I_IND-DUFE1,NEMO Interconnector (Demand - DXT Commodities SA ,South East England
IC: Nemo (Demand),I_IND-DVAL1,NEMO Interconnector (Demand) - DVALIN ApS ,South East England
IC: Nemo (Demand),I_IND-EDFT1,NEMO Interconnector (Demand) - EDF TRADING LIMITED ,South East England
IC: Nemo (Demand),I_IND-EDMK1,NEMO Interconnector (Demand) - Energi Danmark A/S ,South East England
IC: Nemo (Demand),I_IND-ELEE1,NEMO Interconnector (Demand) - Electrabel SA ,South East England
IC: Nemo (Demand),I_IND-ELTR1,NEMO Interconnector (Demand) - ElectroRoute Energy Trading ,South East England
IC: Nemo (Demand),I_IND-ENET1,NEMO Interconnector (Demand) - Eneco Energy Trade ,South East England
IC: Nemo (Demand),I_IND-GASE1,NEMO Interconnector (Demand) - GDF SUEZ Trading ,South East England
IC: Nemo (Demand),I_IND-GAZP1,NEMO Interconnector (Demand) - Gazprom Marketing and Trading Ltd ,South East England
IC: Nemo (Demand),I_IND-INCM1,NEMO Interconnector (Demand) - In Commodities A/S ,South East England
IC: Nemo (Demand),I_IND-KCST1,NEMO Interconnector (Demand) - KOCH SUPPLY & TRADING SARL ,South East England
IC: Nemo (Demand),I_IND-MCRA1,NEMO Interconnector (Demand) - Mercuria Energy Trading SA ,South East England
IC: Nemo (Demand),I_IND-MFTE1,NEMO Interconnector (Demand) - MFT Energy A/S ,South East England
IC: Nemo (Demand),I_IND-NDPL1,NEMO Interconnector (Demand) - Nordpool European Market Coupling ,South East England
IC: Nemo (Demand),I_IND-NEAS1,NEMO Interconnector (Demand) - NEAS Energy A/S ,South East England
IC: Nemo (Demand),I_IND-NEMO1,NEMO Interconnector (Demand) - Nemo Link Limited ,South East England
IC: Nemo (Demand),I_IND-NTPL1,NEMO Interconnector (Demand) - Northpool BV ,South East England
IC: Nemo (Demand),I_IND-OPMX1,NEMO Interconnector (Demand) - Optimax Energy GmbH ,South East England
IC: Nemo (Demand),I_IND-PWMR1,NEMO Interconnector (Demand) - PowerMart ApS ,South East England
IC: Nemo (Demand),I_IND-SETL1,NEMO Interconnector (Demand) - Shell Energy Europe Limited ,South East England
IC: Nemo (Demand),I_IND-SSEG1,NEMO Interconnector (Demand) - SSE Energy Supply Limited,South East England
IC: Nemo (Demand),I_IND-STAT1,NEMO Interconnector (Demand) - Statkraft Markets Gmbh ,South East England
IC: Nemo (Demand),I_IND-TGPL1,NEMO Interconnector (Demand) - Total Gas & Power Ltd ,South East England
IC: Nemo (Demand),I_IND-TRLS1,NEMO Interconnector (Demand) - Trailstone GmbH ,South East England
IC: Nemo (Demand),I_IND-VSAL1,NEMO Interconnector (Demand) - VITOL SA ,South East England
IC: Nemo (Demand),I_IND-VTET1,NEMO Interconnector (Demand) - Vattenfall Energy Trading ,South East England
IC: Nemo (Demand),I_IND-XNON1,NEMO Interconnector (Demand) - XENON CAPITAL MARKETS LTD ,South East England
IC: Nemo (Generation),I_ING-ARON1,NEMO Interconnector (Generation) - J.Aron & Company ,South East England
IC: Nemo (Generation),I_ING-AXPO1,NEMO Interconnector (Generation) - Axpo Solutions AG ,South East England
IC: Nemo (Generation),I_ING-BKWE1,NEMO Interconnector (Generation) - BKW Energie AG ,South East England
IC: Nemo (Generation),I_ING-BPGM1,NEMO Interconnector (Generation) - BP Gas Marketing Limited ,South East England
IC: Nemo (Generation),I_ING-CBST1,NEMO Interconnector (Generation) - Cobblestone Energy ,South East England
IC: Nemo (Generation),I_ING-CENT1,NEMO Interconnector (Generation) - Centrica Energy Limited (ACCORD),South East England
IC: Nemo (Generation),I_ING-CNGS1,NEMO Interconnector (Generation) - Cenergise Limited ,South East England
IC: Nemo (Generation),I_ING-DSKC1,NEMO Interconnector (Generation) - Danske Commodities A/S ,South East England
IC: Nemo (Generation),I_ING-DUFE1,NEMO Interconnector (Generation - DXT Commodities SA ,South East England
IC: Nemo (Generation),I_ING-DVAL1,NEMO Interconnector (Generation) - DVALIN ApS ,South East England
IC: Nemo (Generation),I_ING-EDFT1,NEMO Interconnector (Generation) - EDF TRADING LIMITED ,South East England
IC: Nemo (Generation),I_ING-EDMK1,NEMO Interconnector (Generation) - Energi Danmark A/S ,South East England
IC: Nemo (Generation),I_ING-ELEE1,NEMO Interconnector (Generation) - Electrabel SA ,South East England
IC: Nemo (Generation),I_ING-ELTR1,NEMO Interconnector (Generation) - ElectroRoute Energy Trading ,South East England
IC: Nemo (Generation),I_ING-ENET1,NEMO Interconnector (Generation) - Eneco Energy Trade ,South East England
IC: Nemo (Generation),I_ING-GASE1,NEMO Interconnector (Generation) - GDF SUEZ Trading ,South East England
IC: Nemo (Generation),I_ING-GAZP1,NEMO Interconnector (Generation) - Gazprom Marketing and Trading Ltd ,South East England
IC: Nemo (Generation),I_ING-INCM1,NEMO Interconnector (Generation) - In Commodities A/S ,South East England
IC: Nemo (Generation),I_ING-KCST1,NEMO Interconnector (Generation) - KOCH SUPPLY & TRADING SARL ,South East England
IC: Nemo (Generation),I_ING-MCRA1,NEMO Interconnector (Generation) - Mercuria Energy Trading SA ,South East England
IC: Nemo (Generation),I_ING-MFTE1,NEMO Interconnector (Generation) - MFT Energy A/S ,South East England
IC: Nemo (Generation),I_ING-NDPL1,NEMO Interconnector (Generation) - Nordpool European Market Coupling ,South East England
IC: Nemo (Generation),I_ING-NEAS1,NEMO Interconnector (Generation) - NEAS Energy A/S ,South East England
IC: Nemo (Generation),I_ING-NEMO1,NEMO Interconnector (Generation) - Nemo Link Limited ,South East England
IC: Nemo (Generation),I_ING-NTPL1,NEMO Interconnector (Generation) - Northpool BV ,South East England
IC: Nemo (Generation),I_ING-OPMX1,NEMO Interconnector (Generation) - Optimax Energy GmbH ,South East England
IC: Nemo (Generation),I_ING-PWMR1,NEMO Interconnector (Generation) - PowerMart ApS ,South East England
IC: Nemo (Generation),I_ING-SETL1,NEMO Interconnector (Generation) - Shell Energy Europe Limited ,South East England
IC: Nemo (Generation),I_ING-SSEG1,NEMO Interconnector (Generation) - SSE Energy Supply Limited,South East England
IC: Nemo (Generation),I_ING-STAT1,NEMO Interconnector (Generation) - Statkraft Markets Gmbh ,South East England
IC: Nemo (Generation),I_ING-TGPL1,NEMO Interconnector (Generation) - Total Gas & Power Ltd ,South East England
IC: Nemo (Generation),I_ING-TRLS1,NEMO Interconnector (Generation) - Trailstone GmbH ,South East England
IC: Nemo (Generation),I_ING-VSAL1,NEMO Interconnector (Generation) - VITOL SA ,South East England
IC: Nemo (Generation),I_ING-VTET1,NEMO Interconnector (Generation) - Vattenfall Energy Trading ,South East England
IC: Nemo (Generation),I_ING-XNON1,NEMO Interconnector (Generation) - XENON CAPITAL MARKETS LTD ,South East England
IC: Scottish (Demand),I_INTOSCOT,Scottish Interconnector (Demand) - Economy Power ,South Scotland
IC: Scottish (Demand),I_ISD-CHAP1,Scottish Interconnector (Demand) - Magnox Electric PLC ,South Scotland
IC: Scottish (Demand),I_ISD-EDFT1,Scottish Interconnector (Demand) - EDF TRADING LIMITED ,South Scotland
IC: Scottish (Demand),I_ISD-PGEN1,Scottish Interconnector (Demand) - E.ON UK plc ,South Scotland
IC: Scottish (Demand),I_ISD-SPOW1,Scottish Interconnector (Demand) - SP Generation Ltd ,South Scotland
IC: Scottish (Demand),I_ISD-SSTH1,Scottish Interconnector (Demand) - SSE Energy Supply Limited ,South Scotland
IC: Scottish (Generation),I_ISG-CHAP1,Scottish Interconnector (Generation) - Magnox Electric PLC ,South Scotland
IC: Scottish (Generation),I_ISG-EDFT1,Scottish Interconnector (Generation) - EDF TRADING LIMITED ,South Scotland
IC: Scottish (Generation),I_ISG-PGEN1,Scottish Interconnector (Generation) - E.ON UK plc ,South Scotland
IC: Scottish (Generation),I_ISG-SPOW1,Scottish Interconnector (Generation) - SP Generation Ltd ,South Scotland
IC: Scottish (Generation),I_ISG-SSTH1,Scottish Interconnector (Generation) - SSE Energy Supply Limited ,South Scotland
